yyyymmdd,month,winter,year,doy,u850,v850,wd850,ws850,H850,u925,v925,wd925,ws925,H925,u950,v950,wd950,ws950,H950
1985-04-23,4,1984-1985winter,1985,113,-1.0884598711891544,-3.7414294601579314,16.22081532868077,3.8965419664783263,1480.0,-0.43984071929741325,-1.7228557366073924,14.321554143383452,1.7781146609577985,94.0,-0.43984071929741325,-1.7228557366073924,14.321554143383452,1.7781146609577985,94.0
1985-04-24,4,1984-1985winter,1985,114,-4.179272067834133,-3.948559048213457,46.62593605880497,5.7495594243565264,1503.0,-3.322278469888168,-3.7609046027121154,41.456483508848805,5.018160784807881,783.0,-2.477545980925208,-3.2678217512835155,37.16810758273087,4.100840534056441,492.0
1985-04-25,4,1984-1985winter,1985,115,-5.118635870318941,1.4256848837378548,105.5640240059492,5.313474433987084,1521.0,-4.949862024272768,1.3912921751736715,105.69944976780255,5.141675600039076,761.0,-4.606016923451954,1.3424795868368697,106.24940476082514,4.797670616059371,515.0
1985-04-28,4,1984-1985winter,1985,118,-3.9132213364534576,0.37873762615812845,95.52810278736337,3.9315065073763362,1512.0,-5.797351715738628,-0.7382370568051426,82.74299015170192,5.844166396332153,724.0,-5.957093269143721,-3.02517803185473,63.077269948810795,6.681217130261064,128.0
1985-04-29,4,1984-1985winter,1985,119,-6.520614008591804,-0.33740426712946886,87.03791473026143,6.5293375382592105,1515.0,-7.969360228101514,0.7733872735219288,95.54291691366353,8.00679900585071,698.0,-8.10541360503875,1.4292031083697965,100.0,8.23045267489712,129.0
1985-04-30,4,1984-1985winter,1985,120,-2.939116285177125,-1.39604426490309,64.59285402466463,3.2538199285397145,1514.0,-4.977304616634755,1.1072265988417618,102.54151992890343,5.098971659850283,711.0,-5.327689957740744,2.2940787741242086,113.29648899526944,5.800610115125719,218.0
1985-10-07,10,1985-1986winter,1985,280,0.27070918382030734,-1.479015685406891,349.62777237486534,1.5035860001623693,1547.0,-1.8956112563584544,-3.44408894008809,28.828191100269635,3.9312963081495114,725.0,-3.5202032380625354,-2.9524649935510343,50.012765274367496,4.594440159084702,138.0
1985-10-08,10,1985-1986winter,1985,281,-1.8299811959704364,-0.9257283757883685,63.16662508155204,2.0508057449073913,1556.0,-3.9092326717947903,-1.0630199264755824,74.78764952077574,4.051186424531953,760.0,-5.366067329503569,0.4019633742290057,94.28393283033796,5.381101480086315,142.0
1985-10-09,10,1985-1986winter,1985,282,-2.196919436355003,-1.1201979064641303,62.983199702020784,2.4660288642838317,1569.0,-3.6256314206437295,-0.9827461768420802,74.8340903789013,3.756460201633553,811.0,-4.189964114954872,-0.5670432586389338,82.29277685814094,4.228160042119671,158.0
1985-10-10,10,1985-1986winter,1985,283,-3.1768283475878007,1.692760708482244,118.05074989559716,3.599677369740064,1564.0,-3.3784323098152846,0.772059881912473,102.87253209300542,3.465527569254433,797.0,-3.0629600300367263,0.000682415461302377,90.0127652743675,3.0629601060564675,152.0
1985-10-11,10,1985-1986winter,1985,284,-4.304504477712911,5.031749797804871,139.45404728211417,6.621726725436489,1563.0,-4.281863309104183,4.184577257097946,134.34165546537702,5.987072758742287,454.0,-4.281863309104183,4.184577257097946,134.34165546537702,5.987072758742287,454.0
1985-10-12,10,1985-1986winter,1985,285,-5.8623955028265025,5.0708033533018,130.8588619852493,7.7511758901096535,1578.0,-5.908971673823724,4.086495221801262,124.66675297625824,7.184385112162048,611.0,-5.908971673823724,4.086495221801262,124.66675297625824,7.184385112162048,611.0
1985-10-13,10,1985-1986winter,1985,286,-1.8904614357827045,4.656045309535207,157.90171675277412,5.025196748847393,1559.0,-2.9759724999154447,3.197885523070556,137.05855207217365,4.36839606021675,143.0,-2.9759724999154447,3.197885523070556,137.05855207217365,4.36839606021675,143.0
1985-10-14,10,1985-1986winter,1985,287,-3.3731149523045856,1.9363301029505202,119.85789521577624,3.889380252566357,1539.0,-3.7709073715615764,2.163210982597615,119.84108048137227,4.3473237928786,781.0,-4.104289572643339,2.5749154075580893,122.10299938121244,4.845140065280764,128.0
1985-10-15,10,1985-1986winter,1985,288,-2.9279433020020074,0.6836450687128072,103.14252721040157,3.0066962865766405,1541.0,-3.6830956758852222,2.7978562862661462,127.22204798509688,4.625277673429284,127.0,-3.6830956758852222,2.7978562862661462,127.22204798509688,4.625277673429284,127.0
1985-11-04,11,1985-1986winter,1985,308,-6.432755220544621,-1.8547138399161072,73.91649081203076,6.694796722486831,1576.0,-6.8780174385821855,-0.7592641513214549,83.70062583393263,6.91979811388472,189.0,-6.8780174385821855,-0.7592641513214549,83.70062583393263,6.91979811388472,189.0
1985-11-05,11,1985-1986winter,1985,309,-6.9047982335380285,1.9754945453854842,105.96606939567943,7.181839412345397,1552.0,-7.447977333185275,1.9028500214947297,104.33166615689396,7.687210453730542,157.0,-7.447977333185275,1.9028500214947297,104.33166615689396,7.687210453730542,157.0
1985-11-11,11,1985-1986winter,1985,315,2.6517756941044235,-3.371696046454638,321.8156135099345,4.289551090909261,1519.0,-2.4133017582851233,-3.6419628473225547,33.529954593274226,4.368972277071563,146.0,-2.4133017582851233,-3.6419628473225547,33.529954593274226,4.368972277071563,146.0
1985-11-14,11,1985-1986winter,1985,318,-2.4566911946623766,-5.114752833746829,25.65566061254151,5.674154401869311,1563.0,-3.669156631039647,-4.278848449794161,40.613428935629116,5.636599545772975,357.0,-3.669156631039647,-4.278848449794161,40.613428935629116,5.636599545772975,357.0
1985-11-15,11,1985-1986winter,1985,319,-1.6517550977477766,-2.08598387079448,38.373414823048904,2.6607562105819635,1567.0,-6.6041876390868115,-2.8569774339002842,66.60664820141895,7.1956663645615535,193.0,-6.6041876390868115,-2.8569774339002842,66.60664820141895,7.1956663645615535,193.0
1985-11-19,11,1985-1986winter,1985,323,-1.1188994562541121,-2.0789064539313027,28.289821554289176,2.360887129322995,1521.0,-2.3661411930055913,-3.932322076914673,31.03599647596269,4.589311610887678,298.0,-2.3661411930055913,-3.932322076914673,31.03599647596269,4.589311610887678,298.0
1985-11-20,11,1985-1986winter,1985,324,-5.032458403057984,-3.1692354122104818,57.798962857040976,5.947242274913463,1543.0,-4.330722351536317,-4.060436388316501,46.84490520570239,5.93652253003903,301.0,-4.330722351536317,-4.060436388316501,46.84490520570239,5.93652253003903,301.0
1985-11-21,11,1985-1986winter,1985,325,-5.032102876377745,4.104349806987599,129.20182458261132,6.493669740336993,1542.0,-5.611662131777192,2.9499297578563977,117.72993670829658,6.339782130129461,318.0,-5.611662131777192,2.9499297578563977,117.72993670829658,6.339782130129461,318.0
1985-11-22,11,1985-1986winter,1985,326,-0.7001936993607605,4.9452180618646935,171.9410570204966,4.9945423109647695,1530.0,-2.3349231712785534,4.848132312882315,154.28393283033802,5.381101480086314,136.0,-2.3349231712785534,4.848132312882315,154.28393283033802,5.381101480086314,136.0
1985-11-26,11,1985-1986winter,1985,330,-4.969000045331456,-0.4708717426988109,84.58670954115331,4.991260527018824,1559.0,-5.504481376580406,-1.289262359251732,76.81778103576966,5.653451393273304,185.0,-5.504481376580406,-1.289262359251732,76.81778103576966,5.653451393273304,185.0
1985-11-27,11,1985-1986winter,1985,331,-4.212933249909939,2.4880280215133928,120.56478444398692,4.892758935818581,1553.0,-7.697453514337234,0.4259154095178774,93.16705992827991,7.7092278823139875,169.0,-7.697453514337234,0.4259154095178774,93.16705992827991,7.7092278823139875,169.0
1985-12-03,12,1985-1986winter,1985,337,-3.111792298590774,0.9249016437515821,106.55325145118627,3.2463355279735384,1562.0,-6.585244610485812,-0.14365968040225288,88.75026844466299,6.586811420080714,773.0,-7.620602404558436,-2.320422730672819,73.06485635452003,7.966049375781255,178.0
1985-12-28,12,1985-1986winter,1985,362,-4.780807058065916,-5.4378890161114,41.320835573056115,7.240632091053784,1552.0,-6.443039947925985,-4.745111511939437,53.62943457928506,8.001802736340746,842.0,-7.094511236453779,-3.580298722545445,63.221860020062564,7.946736979844587,178.0
1985-12-29,12,1985-1986winter,1985,363,-2.1377250768916705,1.8331772670300397,130.61429367036834,2.8160979025465758,1557.0,-4.34114586989763,-0.4923121916940709,83.52995459327423,4.368972277071562,174.0,-4.34114586989763,-0.4923121916940709,83.52995459327423,4.368972277071562,174.0
1986-01-02,1,1985-1986winter,1986,2,-3.1393022069721006,-7.012455797350292,24.116876406026563,7.683082366894918,1546.0,-4.043266466058664,-8.034306570796351,26.71383604528964,8.994336317321915,201.0,-4.043266466058664,-8.034306570796351,26.71383604528964,8.994336317321915,201.0
1986-01-03,1,1985-1986winter,1986,3,-5.448339394307058,4.917160180702792,132.06644834871963,7.33913253717681,1540.0,-7.447977333185275,1.9028500214947297,104.33166615689396,7.687210453730542,180.0,-7.447977333185275,1.9028500214947297,104.33166615689396,7.687210453730542,180.0
1986-01-15,1,1985-1986winter,1986,15,0.30803345038431734,0.6750692343551984,204.52716898674998,0.7420263322339588,1522.0,-1.5109784949869556,0.20429674521712532,97.70016524707228,1.5247272452538378,157.0,-1.5109784949869556,0.20429674521712532,97.70016524707228,1.5247272452538378,157.0
1986-01-16,1,1985-1986winter,1986,16,1.570281492483265,-5.7468264406124465,344.7173686575013,5.957499316337166,1534.0,-0.886688247981397,-3.7872144235462155,13.177127559676393,3.8896284062908646,178.0,-0.886688247981397,-3.7872144235462155,13.177127559676393,3.8896284062908646,178.0
1986-01-17,1,1985-1986winter,1986,17,-3.7206990730570535,2.428118027182762,123.12835653713785,4.4428998127549,1542.0,-3.2276530623229966,1.905739982600884,120.5593610917798,3.7482781609702656,182.0,-3.2276530623229966,1.905739982600884,120.5593610917798,3.7482781609702656,182.0
1986-01-18,1,1985-1986winter,1986,18,1.2408724055201994,4.717609956557448,194.73670324309785,4.878074213149227,1522.0,1.1503711222414235,4.466465662656725,194.44304741244252,4.612230396953145,156.0,1.1503711222414235,4.466465662656725,194.44304741244252,4.612230396953145,156.0
1986-01-29,1,1985-1986winter,1986,29,-4.3889307209023,-0.995233560091658,77.22367584956129,4.500355842820954,1542.0,-6.013972264284771,0.20610098319701442,91.96277872292939,6.017502805222551,811.0,-6.234674343346168,1.88108191604321,106.78924222606736,6.512267910831354,178.0
1986-01-30,1,1985-1986winter,1986,30,0.12496313279991114,5.366702595153675,181.33388545474912,5.368157275023558,1519.0,-2.400548696844992,6.558421005823779,159.8960906389829,6.983947317638842,554.0,-2.400548696844992,6.558421005823779,159.8960906389829,6.983947317638842,554.0
1986-02-12,2,1985-1986winter,1986,43,-2.4036791660615284,-5.443250964436869,23.82572061661915,5.9503491154050066,1544.0,-2.3248162198087248,-4.575201768237794,26.936678354925675,5.131982236521476,210.0,-2.3248162198087248,-4.575201768237794,26.936678354925675,5.131982236521476,210.0
1986-02-13,2,1985-1986winter,1986,44,0.14249978717250975,4.801918948495134,181.69978732164702,4.804032865963848,1536.0,-0.298888006679212,4.61657989743397,176.29570919998991,4.6262451286035535,214.0,-0.298888006679212,4.61657989743397,176.29570919998991,4.6262451286035535,214.0
1986-02-14,2,1985-1986winter,1986,45,2.3092735509753326,5.618763027463648,202.34233037999036,6.074803889182488,1512.0,1.2814819894674825,6.245716204199956,191.59489939832412,6.37582676934807,136.0,1.2814819894674825,6.245716204199956,191.59489939832412,6.37582676934807,136.0
1986-02-16,2,1985-1986winter,1986,47,-3.895220853832207,-3.351470076444195,49.29111069075128,5.138589025542923,1532.0,-2.7071866884109803,-3.3091802343242236,39.28604209916142,4.275457120490361,306.0,-2.7071866884109803,-3.3091802343242236,39.28604209916142,4.275457120490361,306.0
1986-03-04,3,1985-1986winter,1986,63,-2.8683898922346076,-2.8362249537499697,45.32305348280923,4.033835961234378,1547.0,-1.7568585176839442,-3.119263234557985,29.389459069326676,3.579993711953105,210.0,-1.7568585176839442,-3.119263234557985,29.389459069326676,3.579993711953105,210.0
1986-03-05,3,1985-1986winter,1986,64,-2.34202270204144,-2.428861421327724,43.95722834088497,3.3740833037866182,1551.0,-2.2980699700598963,-2.5020411192984744,42.56679390455224,3.397254089695302,207.0,-2.2980699700598963,-2.5020411192984744,42.56679390455224,3.397254089695302,207.0
1986-03-06,3,1985-1986winter,1986,65,-1.1528660321512725,-5.435019301444262,11.975962460749656,5.555945904628652,1564.0,-2.2962644282061206,-3.083994714534972,36.670436944697684,3.8449777273118797,212.0,-2.2962644282061206,-3.083994714534972,36.670436944697684,3.8449777273118797,212.0
1986-03-07,3,1985-1986winter,1986,66,-3.2595586472835225,-3.2994932982146103,44.65116015218135,4.6380360714470426,1572.0,-3.1458038479555324,-2.320388243130088,53.58700346799736,3.909000313209014,220.0,-3.1458038479555324,-2.320388243130088,53.58700346799736,3.909000313209014,220.0
1986-03-08,3,1985-1986winter,1986,67,-5.164007518855257,0.9716000927565555,100.65554357117384,5.254615151943877,1568.0,-5.261634153053801,0.791713294735345,98.5570491666935,5.32086495803482,215.0,-5.261634153053801,0.791713294735345,98.5570491666935,5.32086495803482,215.0
1986-03-09,3,1985-1986winter,1986,68,1.9528641409838172,4.059479018821278,205.6904741667442,4.504780600361202,1548.0,-2.0831703562856276,2.2733815189900084,137.5,3.083482165376104,188.0,-2.0831703562856276,2.2733815189900084,137.5,3.083482165376104,188.0
1986-03-12,3,1985-1986winter,1986,71,-2.5575452154134433,1.7542402369814463,124.44653051243023,3.101353952377722,1524.0,-5.1440329218107,6.29962345240408e-16,90.0,5.1440329218107,155.0,-5.1440329218107,6.29962345240408e-16,90.0,5.1440329218107,155.0
1986-03-13,3,1985-1986winter,1986,72,0.8326468796973892,7.216737456585087,186.5815247307857,7.264612883254551,1539.0,-1.7058339186284144,4.753113755646949,160.25756346772556,5.049946507841783,703.0,-2.057613168724279,3.5638905505532454,150.0,4.115226337448559,154.0
1986-03-14,3,1985-1986winter,1986,73,3.857607396952826,9.569882631886871,201.95430034484866,10.318129114190961,1496.0,4.567227002992958e-16,7.458847736625515,180.0,7.458847736625515,100.0,4.567227002992958e-16,7.458847736625515,180.0,7.458847736625515,100.0
1986-03-17,3,1985-1986winter,1986,76,3.326116425788191,-0.8228472239411738,283.8954002017114,3.4263870230675497,1506.0,-2.071018739700107,-4.123060846226521,26.670436944697684,4.613973272774255,140.0,-2.071018739700107,-4.123060846226521,26.670436944697684,4.613973272774255,140.0
1986-03-24,3,1985-1986winter,1986,83,-2.301315224012943,-4.812288933528544,25.55788894924001,5.334245639266627,1512.0,-3.21502057613169,-5.568578985239444,30.00000000000003,6.4300411522633745,163.0,-3.21502057613169,-5.568578985239444,30.00000000000003,6.4300411522633745,163.0
1986-03-25,3,1985-1986winter,1986,84,-5.4524313519666565,1.2599148867799563,103.01119241675377,5.5961051785897205,1523.0,-6.6354371514067765,-0.7830455827449998,83.269673009943,6.681480866913093,164.0,-6.6354371514067765,-0.7830455827449998,83.269673009943,6.681480866913093,164.0
1986-03-30,3,1985-1986winter,1986,89,-2.5008406405594545,6.995315874727631,160.32791951079616,7.428906251709617,1496.0,-3.376934357000623,7.188695724350542,154.8379180641988,7.942356820792363,615.0,-3.6652124902571153,7.153038291934167,152.86942575416185,8.03739630754968,542.0
1986-04-02,4,1985-1986winter,1986,92,0.5065828669228843,3.8847097153583667,187.42969088556032,3.9176007675182385,1530.0,-2.9554183762306243,2.479890469469674,130.0,3.8580246913580245,153.0,-2.9554183762306243,2.479890469469674,130.0,3.8580246913580245,153.0
1986-04-03,4,1985-1986winter,1986,93,0.9232674876874767,3.178292040796976,196.19814293086966,3.309677197313078,1537.0,-1.3591796320094813,2.97264115892681,155.42871625231078,3.268633465504377,148.0,-1.3591796320094813,2.97264115892681,155.42871625231078,3.268633465504377,148.0
1986-04-07,4,1985-1986winter,1986,97,-6.54078585502858,-2.6789183235790905,67.72740072853571,7.068131505974529,1556.0,-6.6041876390868115,-2.8569774339002842,66.60664820141895,7.1956663645615535,184.0,-6.6041876390868115,-2.8569774339002842,66.60664820141895,7.1956663645615535,184.0
1986-04-08,4,1985-1986winter,1986,98,-3.5308407812647307,3.9558112826132614,138.2488373346239,5.302384324649856,1544.0,-5.116928367889569,3.8839335945130085,127.19981221575205,6.424009346872072,168.0,-5.116928367889569,3.8839335945130085,127.19981221575205,6.424009346872072,168.0
1986-04-09,4,1985-1986winter,1986,99,-2.615020476331924,6.936190705511263,159.34300320275457,7.412764234403794,1542.0,-3.9225307144978863,6.031858074727801,146.96396112041072,7.195106603785539,150.0,-3.9225307144978863,6.031858074727801,146.96396112041072,7.195106603785539,150.0
1986-04-10,4,1985-1986winter,1986,100,2.60380993414425,6.298371684849965,202.46069136004562,6.815373214554583,1539.0,0.8277081798815568,6.888731326564237,186.85146790894296,6.9382793342896125,136.0,0.8277081798815568,6.888731326564237,186.85146790894296,6.9382793342896125,136.0
1986-04-12,4,1985-1986winter,1986,102,-5.6297249873719695,-2.991352377664163,62.016073165351656,6.375107252493668,1545.0,-6.014065304058602,-3.472222222222223,60.0,6.944444444444445,177.0,-6.014065304058602,-3.472222222222223,60.0,6.944444444444445,177.0
1986-04-13,4,1985-1986winter,1986,103,-0.19904675982773207,2.513936620773099,175.47291823298735,2.5218043036409443,1546.0,-2.246852974153925,3.4433314983530217,146.8746278957612,4.11155446212432,164.0,-2.246852974153925,3.4433314983530217,146.8746278957612,4.11155446212432,164.0
1986-04-14,4,1985-1986winter,1986,104,1.0431122463740738,4.6842729504254645,192.55401352122053,4.799009922121776,1544.0,-2.22551872710266,5.196977876749067,156.81778103576966,5.653451393273305,145.0,-2.22551872710266,5.196977876749067,156.81778103576966,5.653451393273305,145.0
1986-04-16,4,1985-1986winter,1986,106,1.0245433691964891,-2.2065916844844264,335.0940697388588,2.4328452432081065,1534.0,-4.133150782449457,-4.9256972937177075,40.0,6.4300411522633745,161.0,-4.133150782449457,-4.9256972937177075,40.0,6.4300411522633745,161.0
1986-04-17,4,1985-1986winter,1986,107,-1.9159014366318108,3.856977987940519,153.5847355198485,4.306617874196123,1518.0,-4.428230270219501,2.909654544101997,123.30769072933907,5.298614242620581,722.0,-5.007605951534588,1.156124990371835,103.00030483563484,5.139332871025859,136.0
1986-04-18,4,1985-1986winter,1986,108,4.364174699590746,7.541103163456903,210.05875365872862,8.71287884286518,1512.0,2.7270124596439644,7.492405155443199,200.0,7.973251028806585,107.0,2.7270124596439644,7.492405155443199,200.0,7.973251028806585,107.0
1986-04-24,4,1985-1986winter,1986,114,-1.8523466560419108,8.360030764008783,167.50671257936318,8.562785908179821,1522.0,-2.3154333200523887,7.74942117106036,163.3644906742548,8.087939165577803,678.0,-2.4455416772989893,7.313587485074907,161.51092432770366,7.711629918327945,432.0
1986-04-25,4,1985-1986winter,1986,115,0.8409160272506908,4.087241415275898,191.62590307299075,4.172850602601728,1531.0,0.40196337422900574,5.366067329503569,184.283932830338,5.381101480086315,127.0,0.40196337422900574,5.366067329503569,184.283932830338,5.381101480086315,127.0
1986-04-26,4,1985-1986winter,1986,116,0.4905637848700983,5.952516582028574,184.7112609459033,5.972696751581417,1531.0,-0.6097642223978836,6.633136095855853,174.74773325456857,6.6611040280919145,534.0,-0.6097642223978836,6.633136095855853,174.74773325456857,6.6611040280919145,534.0
1986-04-27,4,1985-1986winter,1986,117,-0.11114468124541349,5.969985562310728,178.93343367364582,5.971020076533631,1524.0,-1.0272397341407915,5.825766028621601,170.0,5.915637860082304,117.0,-1.0272397341407915,5.825766028621601,170.0,5.915637860082304,117.0
1986-04-30,4,1985-1986winter,1986,120,-3.9357684084090154,0.4989523577438304,97.22506268476076,3.967269390894518,1540.0,-4.619842330482885,0.2241660050094092,92.77795201490312,4.625277673429284,140.0,-4.619842330482885,0.2241660050094092,92.77795201490312,4.625277673429284,140.0
1986-10-21,10,1986-1987winter,1986,294,-3.2355605927401343,-1.2323301756264193,69.14962974732964,3.4622954829205916,1557.0,-6.668456594373713,-1.551310737282069,76.90397533210836,6.846523085088729,704.0,-8.432949727924619,0.6252763599117865,94.24053975794362,8.45609907936091,156.0
1986-10-25,10,1986-1987winter,1986,298,-4.165663669381528,-3.7457882260275537,48.03794330801588,5.602114175974266,1579.0,-4.814452044944435,-3.3322024861671222,55.311924192344634,5.855127829679554,831.0,-4.939146347294945,-3.0135984374018476,58.6107291934305,5.78592621642446,602.0
1986-10-26,10,1986-1987winter,1986,299,0.10540722443121503,3.7200078423687106,181.6230539863355,3.7215009109560895,1546.0,-0.13449960300564537,2.5661440814173027,176.99969516436516,2.5696664355129304,142.0,-0.13449960300564537,2.5661440814173027,176.99969516436516,2.5696664355129304,142.0
1986-11-06,11,1986-1987winter,1986,310,-7.831750260450043,-0.6673844213678579,85.12929383380117,7.86013448408765,1552.0,-7.009024177672672,-2.551076171924998,70.0,7.458847736625516,165.0,-7.009024177672672,-2.551076171924998,70.0,7.458847736625516,165.0
1986-11-07,11,1986-1987winter,1986,311,-1.1678591146815664,2.388094957245126,153.93980464956826,2.6583627360773043,1532.0,-5.007605951534588,1.156124990371835,103.00030483563484,5.139332871025859,136.0,-5.007605951534588,1.156124990371835,103.00030483563484,5.139332871025859,136.0
1986-11-11,11,1986-1987winter,1986,315,-6.459321242376447,-2.7164810885742923,67.19071009196423,7.007289091852667,1558.0,-5.91062378815568,-4.098375820888989,55.26289287535735,7.192507068773676,283.0,-5.91062378815568,-4.098375820888989,55.26289287535735,7.192507068773676,283.0
1986-11-12,11,1986-1987winter,1986,316,-5.913013129197398,0.9925097819464035,99.52837631643047,5.995731809655941,1558.0,-6.414381473628582,0.35866560801505454,93.20040968110499,6.4244011944773805,170.0,-6.414381473628582,0.35866560801505454,93.20040968110499,6.4244011944773805,170.0
1986-12-02,12,1986-1987winter,1986,336,-6.735925282805497,0.4918153779360069,94.17597133766412,6.753856067574483,1577.0,-9.240087838583646,0.31344995731776715,91.94289012686352,9.24540286523437,805.0,-10.030864197530864,1.2284265732187956e-15,90.0,10.030864197530864,191.0
1986-12-05,12,1986-1987winter,1986,339,-3.7217657314887904,-3.5171629058608476,46.61899070879363,5.120739699149705,1537.0,-3.449478562809052,-3.775263073122971,42.41811650166417,5.113855065072249,331.0,-3.449478562809052,-3.775263073122971,42.41811650166417,5.113855065072249,331.0
1986-12-17,12,1986-1987winter,1986,351,-4.4432582901123325,-1.2369822156872765,74.4430474124425,4.612230396953145,1563.0,-4.833809777705291,-1.759362877189654,70.0,5.1440329218107,188.0,-4.833809777705291,-1.759362877189654,70.0,5.1440329218107,188.0
1986-12-23,12,1986-1987winter,1986,357,-2.679583978731012,-0.7033906719532146,75.29169855007387,2.7703661737147156,1570.0,-4.234082763499928,-1.7259657962657862,67.82240780709674,4.572353308532334,201.0,-4.234082763499928,-1.7259657962657862,67.82240780709674,4.572353308532334,201.0
1986-12-24,12,1986-1987winter,1986,358,-2.1564487169017563,-3.302587650707726,33.14282146260376,3.9442814629833918,1570.0,-5.1609597489578745,-1.2250233537186868,76.64718628036371,5.3043555449761755,189.0,-5.1609597489578745,-1.2250233537186868,76.64718628036371,5.3043555449761755,189.0
1986-12-27,12,1986-1987winter,1986,361,-2.82160584210623,-1.768210516485133,57.92593805146379,3.329869060311025,1553.0,-3.141194594661587,-3.743529943225458,40.0,4.886831275720165,171.0,-3.141194594661587,-3.743529943225458,40.0,4.886831275720165,171.0
1986-12-29,12,1986-1987winter,1986,363,-4.436747873947329,-5.282952259415921,40.02433229039249,6.8988634043763994,1553.0,-3.836727677440379,-5.843661997465397,33.28738998630166,6.99062692549519,324.0,-3.836727677440379,-5.843661997465397,33.28738998630166,6.99062692549519,324.0
1986-12-30,12,1986-1987winter,1986,364,-3.9929985943429727,3.1953462448769074,128.66809623453588,5.114125086373417,1553.0,-3.4433314983530225,2.246852974153925,123.1253721042388,4.111554462124321,186.0,-3.4433314983530225,2.246852974153925,123.1253721042388,4.111554462124321,186.0
1987-01-01,1,1986-1987winter,1987,1,-5.466502601881582,-0.8173650319528214,81.49599403070164,5.527272047930818,1564.0,-6.196120719115476,-1.3353423272712401,77.83804847713719,6.338379216870371,649.0,-6.001356801626223,-1.4223997281316296,76.66619627955163,6.167617404396471,180.0
1987-01-06,1,1986-1987winter,1987,6,-3.913969758557668,-5.51438947675094,35.366138314179125,6.762222310173296,1565.0,-2.9149519890260662,-5.048844946617097,30.00000000000003,5.829903978052127,213.0,-2.9149519890260662,-5.048844946617097,30.00000000000003,5.829903978052127,213.0
1987-01-07,1,1986-1987winter,1987,7,-2.4741310410865065,0.03469414042496377,90.80339218439047,2.474374282894087,1571.0,-1.8942596935183047,-0.9372398366882617,63.67476321063154,2.1134422864046942,206.0,-1.8942596935183047,-0.9372398366882617,63.67476321063154,2.1134422864046942,206.0
1987-01-08,1,1986-1987winter,1987,8,-1.9725544108043802,-6.8652681813310785,16.030614009440598,7.143030036698764,1558.0,-3.0676430002591126,-7.808134968009647,21.448762353594248,8.389124224595422,714.0,-3.2503099467945047,-7.553776326238336,23.281697669917037,8.223384433253138,202.0
1987-01-09,1,1986-1987winter,1987,9,1.959073126105821,-3.9968087215206913,333.8877845282126,4.451117552913414,1550.0,-1.527579992810914,-2.6458461601742025,30.0,3.0551599856218274,192.0,-1.527579992810914,-2.6458461601742025,30.0,3.0551599856218274,192.0
1987-01-14,1,1986-1987winter,1987,14,-2.7169159217501626,-6.940331104114527,21.378741749587107,7.45317569634576,1547.0,-2.463108028065514,-6.767333688787407,20.0,7.20164609053498,335.0,-2.463108028065514,-6.767333688787407,20.0,7.20164609053498,335.0
1987-01-15,1,1986-1987winter,1987,15,-2.065676433939502,-0.34778645490464016,80.44305777256608,2.094749280450564,1563.0,-2.2190768761452735,-3.0340410460970024,36.18148236592049,3.758950285870253,288.0,-2.2190768761452735,-3.0340410460970024,36.18148236592049,3.758950285870253,288.0
1987-01-16,1,1986-1987winter,1987,16,-1.7057826557068043,1.6601479916905961,134.2232420289236,2.3802911214438622,1573.0,-3.3765504162622606,0.900011377262739,104.92504737145947,3.494440326112784,274.0,-3.3765504162622606,0.900011377262739,104.92504737145947,3.494440326112784,274.0
1987-01-18,1,1986-1987winter,1987,18,-4.588287029559734,1.0910424837774277,103.37587167437442,4.716222171084957,1551.0,-6.332354378936522,-1.1165649284139048,80.0,6.430041152263373,182.0,-6.332354378936522,-1.1165649284139048,80.0,6.430041152263373,182.0
1987-01-21,1,1986-1987winter,1987,21,-1.9837191799358254,2.19215757613681,137.85754047440076,2.9564669156713523,1536.0,-6.3417170507446885,1.4794756562265015,103.13180891687836,6.51200609405986,175.0,-6.3417170507446885,1.4794756562265015,103.13180891687836,6.51200609405986,175.0
1987-01-22,1,1986-1987winter,1987,22,-7.2710368300884465,-1.4438949203468792,78.76822541519681,7.413016196225809,1557.0,-6.83783099090121,8.511709855459534e-16,90.0,6.83783099090121,599.0,-6.83783099090121,8.511709855459534e-16,90.0,6.83783099090121,599.0
1987-01-28,1,1986-1987winter,1987,28,-2.995654766375477,-5.6585218484913336,27.897007893012784,6.402563313951834,1576.0,-2.3222585811673393,-5.156906917173482,24.24299298699293,5.65566741156135,243.0,-2.3222585811673393,-5.156906917173482,24.24299298699293,5.65566741156135,243.0
1987-01-29,1,1986-1987winter,1987,29,-4.500726309648602,1.6070496233396099,109.6498426747471,4.779031890062998,1574.0,-3.8508035978497293,1.3549567086956216,109.38510262098464,4.082229296799935,222.0,-3.8508035978497293,1.3549567086956216,109.38510262098464,4.082229296799935,222.0
1987-02-05,2,1986-1987winter,1987,36,0.5565913023784793,0.6148467828578368,222.15303287459784,0.8293554390452889,1506.0,-1.3925446405280595,-0.3637380561659194,75.3611934048217,1.4392657674546365,824.0,-0.7274761123318392,-0.7274761123318391,45.0,1.02880658436214,333.0
1987-02-06,2,1986-1987winter,1987,37,0.5565913023784793,0.6148467828578368,222.15303287459784,0.8293554390452889,1506.0,-1.3925446405280595,-0.3637380561659194,75.3611934048217,1.4392657674546365,824.0,-0.7274761123318392,-0.7274761123318391,45.0,1.02880658436214,333.0
